name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Hyundai_Santro_GS,2005,80000,56580,Petrol,Dealer,Manual,First_Owner
Skoda_Laura_Ambiente_2.0_TDI_CR_MT,2012,385000,52000,Diesel,Dealer,Manual,First_Owner
Hyundai_Verna_1.6_VTVT_SX,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First_Owner
Maruti_Swift_Dzire_VDI,2017,600000,46507,Diesel,Trustmark Dealer,Manual,First_Owner
Volkswagen_Jetta_2.0L_TDI_Highline_AT,2012,735000,55300,Diesel,Dealer,Automatic,First_Owner
Tata_Indica_Vista_Quadrajet_90_VX,2012,285000,74300,Diesel,Dealer,Manual,First_Owner
Honda_City_VX_MT,2010,350000,48781,Petrol,Dealer,Manual,First_Owner
Volkswagen_Jetta_1.9_Highline_TDI,2010,290000,87620,Diesel,Dealer,Automatic,First_Owner
Volkswagen_Vento_1.5_TDI_Highline_Plus_AT,2017,890000,40219,Diesel,Dealer,Automatic,First_Owner
Honda_Jazz_VX,2011,385000,11473,Petrol,Dealer,Manual,First_Owner
Maruti_Eeco_5_Seater_AC_BSIV,2017,425000,8352,Petrol,Dealer,Manual,First_Owner
Maruti_Wagon_R_VXI_AMT1.2BSIV,2017,525000,9745,Petrol,Dealer,Automatic,First_Owner
Hyundai_Grand_i10_Asta,2017,550000,9748,Petrol,Dealer,Manual,First_Owner
Volkswagen_Polo_1.0_MPI_Trendline,2012,271000,49000,Petrol,Dealer,Manual,First_Owner
Hyundai_Creta_1.6_CRDi_SX_Option,2018,1490000,20694,Diesel,Dealer,Manual,First_Owner
Hyundai_Grand_i10_Asta_Option,2015,490000,31080,Petrol,Dealer,Manual,First_Owner
Hyundai_EON_Era_Plus,2014,260000,37605,Petrol,Dealer,Manual,First_Owner
Hyundai_Xcent_1.1_CRDi_SX_Option,2014,455000,55850,Diesel,Dealer,Manual,First_Owner
Tata_Nano_Lx_BSIV,2010,75000,58850,Petrol,Dealer,Manual,First_Owner
Toyota_Etios_Cross_1.2L_G,2015,421000,23839,Petrol,Dealer,Manual,First_Owner
Maruti_Swift_DDiS_LDI,2016,550000,54000,Diesel,Dealer,Manual,First_Owner
Hyundai_i10_Sportz_1.2_AT,2013,330000,38000,Petrol,Dealer,Automatic,First_Owner
Volkswagen_Vento_1.5_TDI_Comfortline,2012,390000,45454,Diesel,Dealer,Manual,First_Owner
Skoda_Rapid_1.5_TDI_AT_Ambition,2015,599000,46957,Diesel,Dealer,Automatic,First_Owner
Hyundai_Getz_GLE,2007,110000,60000,Petrol,Individual,Manual,Fourth_&_Above_Owner
Renault_KWID_RXT_Optional,2016,250000,25000,Petrol,Individual,Manual,First_Owner
Mahindra_Scorpio_M2DI,2012,600000,110000,Diesel,Individual,Manual,Fourth_&_Above_Owner
Ford_Endeavour_XLT_TDCi_4X2,2008,280000,190000,Diesel,Individual,Manual,Second_Owner
Audi_Q3_35_TDI_Quattro_Technology,2018,2700000,25000,Diesel,Individual,Automatic,First_Owner
Mahindra_Renault_Logan_1.4_GLX_Petrol,2008,80000,90000,Petrol,Individual,Manual,First_Owner
Maruti_Alto_K10_VXI,2019,350000,5000,Petrol,Individual,Manual,First_Owner
Maruti_Swift_VDI_BSIV,2015,475000,60000,Diesel,Individual,Manual,First_Owner
Audi_A5_Sportback,2020,4700000,1500,Diesel,Individual,Automatic,First_Owner
Maruti_Swift_Dzire_VDI,2018,500000,50000,Diesel,Individual,Manual,First_Owner
Chevrolet_Sail_Hatchback_1.3_TCDi_LT_ABS,2014,250000,120000,Diesel,Individual,Manual,First_Owner
Hyundai_Accent_CRDi,2005,100000,120000,Diesel,Individual,Manual,Second_Owner
Maruti_Alto_K10_VXI_Airbag,2019,350000,5000,Petrol,Individual,Manual,First_Owner
BMW_7_Series_Signature_730Ld,2014,4000000,47000,Diesel,Individual,Automatic,First_Owner
Toyota_Camry_2.5_Hybrid,2017,1900000,20000,Petrol,Individual,Automatic,First_Owner
Hyundai_Santro_Xing_XG,2005,95000,120000,Petrol,Individual,Manual,Second_Owner
Hyundai_Grand_i10_CRDi_Sportz,2015,409999,58000,Diesel,Individual,Manual,First_Owner
Mahindra_XUV500_W5_BSIV,2018,1050000,35000,Diesel,Individual,Manual,First_Owner
Maruti_Alto_K10_VXI,2017,320000,30000,Petrol,Individual,Manual,First_Owner
Mahindra_XUV300_W8_Option_Diesel_BSIV,2019,1000000,10000,Diesel,Individual,Manual,First_Owner
Toyota_Innova_Crysta_2.4_VX_MT_BSIV,2017,1770000,25000,Diesel,Individual,Manual,First_Owner
Mahindra_Thar_CRDe,2018,950000,20000,Diesel,Individual,Manual,First_Owner
Maruti_Swift_Dzire_ZDI,2018,750000,50000,Diesel,Individual,Manual,First_Owner
Hyundai_EON_Magna_Plus,2014,220000,42000,Petrol,Individual,Manual,First_Owner
Tata_Hexa_XM,2017,1000000,50000,Diesel,Individual,Manual,First_Owner
Honda_Mobilio_E_i_DTEC,2017,660000,116000,Diesel,Individual,Manual,First_Owner
Maruti_Ertiga_ZDI,2015,716000,100000,Diesel,Individual,Manual,First_Owner
Maruti_Ciaz_ZXi_Plus,2015,675000,66000,Petrol,Individual,Manual,First_Owner
Mahindra_Scorpio_LX,2010,385000,110000,Diesel,Individual,Manual,Third_Owner
Fiat_Grande_Punto_EVO_1.3_Dynamic,2014,325000,70000,Diesel,Individual,Manual,First_Owner
Hyundai_Creta_1.6_CRDi_SX_Option,2015,950000,60000,Diesel,Individual,Manual,First_Owner
Ford_Endeavour_Hurricane_Limited_Edition,2007,400000,110000,Diesel,Individual,Automatic,Fourth_&_Above_Owner
Tata_Indica_Vista_TDI_LS,2014,250000,25000,Diesel,Individual,Manual,First_Owner
Land_Rover_Discovery_S_2.0_SD4,2018,4000000,68000,Petrol,Individual,Automatic,First_Owner
Maruti_Alto_800_LXI,2014,210000,20000,Petrol,Individual,Manual,First_Owner
Hyundai_i10_Era_1.1_iTech_SE,2011,147000,110000,Petrol,Individual,Manual,Second_Owner
Maruti_Vitara_Brezza_VDi_Option,2018,725000,26350,Diesel,Individual,Manual,First_Owner
Mahindra_Scorpio_SLE_BSIV,2012,550000,90000,Diesel,Individual,Manual,First_Owner
Hyundai_i20_Sportz_Option_1.2,2016,475000,25000,Petrol,Individual,Manual,First_Owner
Hyundai_Santro_Xing_GLS,2014,250000,50000,Petrol,Individual,Manual,Second_Owner
Tata_Indica_LSI,2006,70000,60000,Petrol,Individual,Manual,Second_Owner
Hyundai_EON_Era_Plus,2012,160000,70000,Petrol,Individual,Manual,Third_Owner
Ford_Endeavour_3.0L_4X4_AT,2011,1000000,90000,Diesel,Individual,Automatic,Second_Owner
Hyundai_Santro_LE_zipPlus,2001,68000,70000,Petrol,Individual,Manual,First_Owner
Hyundai_Grand_i10_1.2_Kappa_Asta,2017,500000,26500,Petrol,Individual,Manual,First_Owner
Tata_Indigo_CR4,2013,170000,60000,Diesel,Individual,Manual,First_Owner
Mahindra_Scorpio_S11_BSIV,2018,1300000,35000,Diesel,Individual,Manual,First_Owner
Hyundai_Creta_1.4_EX_Diesel,2020,1050000,10000,Diesel,Individual,Manual,First_Owner
Maruti_Ritz_LXI,2009,300000,15000,Petrol,Individual,Manual,First_Owner
Hyundai_i20_Magna_1.2,2016,600000,25000,Petrol,Individual,Manual,First_Owner
Hyundai_Verna_CRDi_1.6_SX,2017,900000,50000,Diesel,Individual,Manual,First_Owner
Hyundai_Grand_i10_1.2_Kappa_Sportz_BSIV,2019,550000,25000,Petrol,Individual,Manual,First_Owner
Maruti_Alto_LX,2007,100000,52000,Petrol,Individual,Manual,Second_Owner
Honda_Brio_1.2_S_MT,2017,400000,15000,Petrol,Individual,Manual,First_Owner
Tata_Nano_Lx,2011,120000,20000,Petrol,Individual,Manual,First_Owner
Hyundai_i20_Asta_1.4_CRDi,2013,300000,90000,Diesel,Individual,Manual,First_Owner
Tata_Indigo_LX,2011,140000,60000,Diesel,Individual,Manual,Second_Owner
Skoda_Rapid_1.6_MPI_Ambition_With_Alloy_Wheel,2015,640000,23000,Petrol,Individual,Manual,First_Owner
Maruti_Alto_K10_VXI,2018,380000,22155,Petrol,Individual,Manual,First_Owner
Tata_Nano_Lx,2011,120000,20000,Petrol,Individual,Manual,First_Owner
Maruti_Ciaz_1.4_Delta,2018,650000,70000,Petrol,Individual,Manual,First_Owner
Maruti_Alto_LX,2009,150000,60000,Petrol,Individual,Manual,Second_Owner
Ford_Figo_Aspire_1.2_Ti-VCT_Trend,2018,550000,35000,Petrol,Individual,Manual,First_Owner
Mahindra_XUV500_W8_4WD,2012,650000,71042,Diesel,Dealer,Manual,First_Owner
Mitsubishi_Pajero_Sport_4X4,2012,1025000,167870,Diesel,Dealer,Manual,Second_Owner
Ford_Fiesta_1.5_TDCi_Titanium,2011,195000,133564,Diesel,Dealer,Manual,First_Owner
Mercedes-Benz_C-Class_Progressive_C_220d,2018,3800000,10000,Diesel,Dealer,Automatic,First_Owner
BMW_3_Series_320d_Sport,2013,1490000,40000,Diesel,Dealer,Automatic,First_Owner
BMW_X5_xDrive_30d_xLine,2019,4950000,30000,Diesel,Dealer,Automatic,First_Owner
Honda_City_i-VTEC_CVT_ZX,2018,1140000,23038,Petrol,Trustmark Dealer,Automatic,First_Owner
Chevrolet_Beat_Diesel_LS,2011,95000,70000,Diesel,Individual,Manual,First_Owner
BMW_3_Series_GT_Luxury_Line,2017,3050000,30000,Diesel,Individual,Automatic,First_Owner
Hyundai_Grand_i10_1.2_Kappa_Magna_AT,2017,550000,19890,Petrol,Dealer,Automatic,First_Owner
Maruti_Ertiga_VXI,2015,625000,11918,Petrol,Trustmark Dealer,Manual,First_Owner
Hyundai_Grand_i10_Magna_AT,2017,520000,10510,Petrol,Dealer,Automatic,First_Owner
Chevrolet_Beat_LT_Option,2016,239000,41000,Petrol,Dealer,Manual,First_Owner
Toyota_Fortuner_4x2_AT,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First_Owner
Hyundai_i10_Magna,2012,229999,49824,Petrol,Dealer,Manual,First_Owner
Audi_A6_2.0_TDI_Premium_Plus,2013,1300000,58500,Diesel,Dealer,Automatic,First_Owner
Maruti_Baleno_Delta_1.2,2017,585000,43608,Petrol,Trustmark Dealer,Manual,First_Owner
Maruti_Baleno_Alpha_CVT,2018,825000,11212,Petrol,Trustmark Dealer,Automatic,First_Owner
Hyundai_i20_1.4_Magna_Executive,2013,280000,52000,Diesel,Dealer,Manual,First_Owner
Maruti_Baleno_Zeta,2016,725000,49217,Petrol,Trustmark Dealer,Manual,First_Owner
Mahindra_Verito_1.5_D4_BSIV,2015,300000,90000,Diesel,Individual,Manual,First_Owner
Hyundai_Xcent_1.2_Kappa_S,2015,375000,70000,Petrol,Individual,Manual,First_Owner
Honda_City_VTEC,2003,310000,90000,Petrol,Individual,Manual,Fourth_&_Above_Owner
Maruti_Swift_Dzire_VDi,2011,375000,190000,Diesel,Individual,Manual,Third_Owner
Ford_Endeavour_3.2_Titanium_AT_4X4,2016,1950000,106000,Diesel,Individual,Automatic,First_Owner
Tata_Xenon_XT_EX_4X2,2012,400000,80000,Diesel,Individual,Manual,Second_Owner
Nissan_Terrano_XL_Plus_85_PS,2014,550000,80000,Diesel,Individual,Manual,Second_Owner
Maruti_Eeco_7_Seater_Standard_BSIV,2018,270000,20000,Petrol,Individual,Manual,First_Owner
Maruti_Ertiga_ZDI,2012,555000,110000,Diesel,Individual,Manual,Second_Owner
Ford_Ecosport_1.5_DV5_MT_Ambiente,2013,500000,60000,Diesel,Individual,Manual,Second_Owner
Skoda_Laura_Elegance_1.9_TDI__AT,2010,400000,130000,Diesel,Individual,Automatic,Second_Owner
Hyundai_EON_1.0_Era_Plus,2017,280000,28838,Petrol,Individual,Manual,First_Owner
Tata_Indica_GLS_BS_IV,2008,80000,200000,Petrol,Individual,Manual,First_Owner
Tata_Indica_DLS,2006,55000,100000,Diesel,Individual,Manual,First_Owner
Maruti_Alto_800_LXI_Airbag,2014,250000,50000,Petrol,Individual,Manual,First_Owner
Mahindra_Bolero_SLX_2WD,2010,250000,190000,Diesel,Individual,Manual,Fourth_&_Above_Owner
Mahindra_Jeep_MM_540,2007,95000,100000,Diesel,Individual,Manual,Second_Owner
Mahindra_Scorpio_1.99_S10,2014,725000,135000,Diesel,Individual,Manual,Second_Owner
Mahindra_Bolero_Power_Plus_Plus_AC_BSIV_PS,2015,320000,50000,Diesel,Individual,Manual,Third_Owner
Skoda_Octavia_Elegance_2.0_TDI_AT,2014,1200000,135000,Diesel,Individual,Automatic,Third_Owner
Chevrolet_Beat_Diesel_LS,2012,160000,50000,Diesel,Individual,Manual,First_Owner
Honda_Jazz_1.5_VX_i_DTEC,2018,790000,19571,Diesel,Dealer,Manual,First_Owner
Honda_City_i-VTEC_ZX,2018,1200000,29600,Petrol,Dealer,Manual,First_Owner
Maruti_Swift_LXI,2011,175000,70000,Petrol,Individual,Manual,First_Owner
Maruti_Vitara_Brezza_ZDi_Plus_AMT_Dual_Tone,2018,950000,15000,Diesel,Individual,Automatic,First_Owner
Maruti_Celerio_LXI_MT_BSIV,2019,340000,50000,Petrol,Individual,Manual,First_Owner
Renault_Captur_1.5_Diesel_RXT,2017,825000,13500,Diesel,Individual,Manual,First_Owner
Audi_A4_30_TFSI_Technology,2018,3100000,22000,Petrol,Individual,Automatic,First_Owner
Honda_Amaze_VX_Diesel_BSIV,2018,780000,25000,Diesel,Dealer,Manual,First_Owner
Toyota_Corolla_Altis_1.8_VL_AT,2010,350000,80000,Petrol,Individual,Automatic,Third_Owner
Honda_Amaze_VX_Petrol_BSIV,2018,690000,39000,Petrol,Dealer,Manual,First_Owner
Maruti_Alto_800_VXI,2016,245000,60000,Petrol,Individual,Manual,First_Owner
Honda_Amaze_VX_Diesel_BSIV,2018,790000,49000,Diesel,Dealer,Manual,First_Owner
Honda_Amaze_VX_i-VTEC,2018,680000,48600,Petrol,Dealer,Manual,First_Owner
Hyundai_Grand_i10_Asta_Option,2017,540000,20000,Petrol,Individual,Manual,Second_Owner
Mahindra_KUV_100_mFALCON_G80_K2,2016,425000,25000,Petrol,Individual,Manual,First_Owner
Maruti_Zen_Estilo_Sports,2008,140000,120000,Petrol,Individual,Manual,First_Owner
Maruti_Ertiga_ZDI_Plus,2019,1100000,30000,Diesel,Individual,Manual,First_Owner
Renault_Lodgy_85PS_RxL,2015,715000,35000,Diesel,Individual,Manual,First_Owner
Audi_A4_3.0_TDI_Quattro,2013,1580000,86000,Diesel,Dealer,Automatic,First_Owner
Audi_Q3_2.0_TDI_Quattro_Premium_Plus,2015,1750000,127643,Diesel,Dealer,Automatic,First_Owner
Tata_Zest_Revotron_1.2T_XMS,2018,400000,54000,Petrol,Dealer,Manual,Second_Owner
Audi_A6_2.0_TDI__Design_Edition,2014,1750000,102354,Diesel,Dealer,Automatic,First_Owner
Audi_Q5_2.0_TFSI_Quattro_Premium_Plus,2014,1850000,62237,Petrol,Dealer,Automatic,First_Owner
Hyundai_Santro_Xing_XL_eRLX_Euro_III,2005,114999,90000,Petrol,Dealer,Manual,Second_Owner
Ford_EcoSport_1.5_TDCi_Titanium_BSIV,2018,950000,21394,Diesel,Dealer,Manual,First_Owner
Datsun_GO_T_Petrol,2015,310000,32686,Petrol,Dealer,Manual,First_Owner
Mahindra_Jeep_CJ_500_DI,2006,575000,1001,Diesel,Dealer,Manual,First_Owner
Renault_Pulse_RxZ,2017,490000,22000,Diesel,Dealer,Manual,First_Owner
Hyundai_Grand_i10_Magna,2017,480000,53261,Petrol,Dealer,Manual,First_Owner
Land_Rover_Discovery_Sport_SD4_HSE_Luxury,2016,3500000,53000,Diesel,Dealer,Automatic,First_Owner
Renault_KWID_1.0_RXT_Optional,2018,370000,10000,Petrol,Dealer,Manual,First_Owner
Maruti_Baleno_Alpha_1.3,2017,835000,14000,Diesel,Dealer,Manual,First_Owner
Volkswagen_Polo_2015-2019_1.2_MPI_Highline,2017,650000,44000,Petrol,Dealer,Manual,First_Owner
Toyota_Etios_VD,2014,670000,39895,Diesel,Dealer,Manual,First_Owner
Chevrolet_Cruze_LTZ_AT,2017,950000,73000,Diesel,Dealer,Automatic,First_Owner
Honda_City_i-VTEC_SV,2014,690000,17000,Petrol,Dealer,Manual,First_Owner
Volkswagen_Polo_2015-2019_1.2_MPI_Highline,2017,670000,18591,Petrol,Dealer,Manual,First_Owner
Tata_Nexon_1.5_Revotorq_XZ,2017,925000,26766,Diesel,Dealer,Manual,First_Owner
Hyundai_EON_Magna_Plus,2015,250000,30000,Petrol,Individual,Manual,First_Owner
Tata_Sumo_Gold_EX,2016,509999,42000,Diesel,Individual,Manual,First_Owner
Honda_City_i_DTEC_VX,2014,520000,110000,Diesel,Individual,Manual,First_Owner
Tata_Indica_DLE,2005,100000,100000,Diesel,Individual,Manual,First_Owner
Tata_Indica_DLS,2006,85000,300000,Diesel,Individual,Manual,Second_Owner
Tata_Indigo_LX,2009,130000,110000,Diesel,Individual,Manual,Third_Owner
Ford_EcoSport_1.5_TDCi_Titanium_BSIV,2018,950000,27620,Diesel,Dealer,Manual,First_Owner
Ford_Figo_Aspire_1.2_Ti-VCT_Titanium_Plus,2015,450000,70000,Petrol,Individual,Manual,First_Owner
Honda_City_S,2012,320000,50000,Petrol,Individual,Manual,Second_Owner
Maruti_Swift_Dzire_VDI,2015,480000,50000,Diesel,Individual,Manual,First_Owner
Mercedes-Benz_New_C-Class_C_220_CDI_Grand_Edition,2014,2490000,46000,Diesel,Individual,Automatic,First_Owner
Toyota_Innova_2.5_VX_8_STR,2012,790000,82000,Diesel,Individual,Manual,First_Owner
Maruti_Omni_MPI_STD_BSIV,2016,120000,120000,Petrol,Individual,Manual,First_Owner
Maruti_Alto_LXi,2006,75000,80000,Petrol,Individual,Manual,Third_Owner
Tata_Indica_GLS_BS_IV,2010,99000,70000,Petrol,Individual,Manual,First_Owner
Maruti_S-Cross_Zeta_DDiS_200_SH,2018,1015000,20000,Diesel,Individual,Manual,First_Owner
Mahindra_Xylo_D4_BSIV,2013,250000,200000,Diesel,Individual,Manual,Second_Owner
Toyota_Innova_Crysta_2.5_VX_BS_IV,2011,520000,120000,Diesel,Individual,Manual,First_Owner
Hyundai_Verna_CRDi_1.6_AT_SX_Option,2018,1100000,30000,Diesel,Individual,Automatic,First_Owner
Toyota_Innova_2.5_V_Diesel_7-seater,2005,200000,223000,Diesel,Individual,Manual,First_Owner
Maruti_Swift_Dzire_VDI,2016,525000,60000,Diesel,Individual,Manual,First_Owner
Hyundai_i20_Asta_1.2,2016,500000,40000,Petrol,Individual,Manual,First_Owner
Mahindra_Scorpio_S2_7_Seater,2016,675000,161327,Diesel,Individual,Manual,First_Owner
Hyundai_i10_Magna_1.2_iTech_SE,2009,150000,60000,Petrol,Individual,Manual,Third_Owner
Mahindra_Bolero_DI,2007,250000,50000,Diesel,Individual,Manual,First_Owner
Hyundai_Grand_i10_1.2_Kappa_Sportz_BSIV,2018,450000,6000,Petrol,Individual,Manual,First_Owner
Hyundai_Santro_Xing_XS,2009,150000,68000,Petrol,Individual,Manual,Second_Owner
Chevrolet_Beat_Diesel_LS,2012,200000,85000,Diesel,Individual,Manual,First_Owner
Mahindra_Scorpio_VLS_AT_2.2_mHAWK,2011,525000,70000,Diesel,Individual,Automatic,First_Owner
Maruti_Esteem_VX,1999,60000,35000,Petrol,Individual,Manual,Second_Owner
Maruti_Swift_Vdi_BSIII,2010,180000,100000,Diesel,Individual,Manual,Second_Owner
Honda_Amaze_S_i-Dtech,2015,475000,110000,Diesel,Individual,Manual,First_Owner
Mahindra_Scorpio_VLS_AT_2.2_mHAWK,2010,380000,195000,Diesel,Individual,Automatic,Second_Owner
Maruti_Alto_800_LXI,2015,285000,46000,Petrol,Individual,Manual,Second_Owner
Maruti_Alto_LXi_BSIII,2008,91200,60000,Petrol,Individual,Manual,Second_Owner
Datsun_RediGO_T_Option,2017,250000,46000,Petrol,Individual,Manual,First_Owner
Hyundai_Grand_i10_CRDi_Sportz,2015,400000,42000,Diesel,Individual,Manual,First_Owner
Hyundai_Santro_Xing_XG_AT,2006,160000,90000,Petrol,Individual,Automatic,Second_Owner
Skoda_Yeti_Ambition_4X2,2012,650000,85000,Diesel,Individual,Manual,Second_Owner
Hyundai_Verna_1.6_SX,2012,409999,120000,Diesel,Individual,Manual,Third_Owner
Ford_Ecosport_1.5_DV5_MT_Titanium,2013,425000,72000,Diesel,Individual,Manual,First_Owner
Maruti_Wagon_R_LXI_CNG,2013,250000,71000,CNG,Individual,Manual,Second_Owner
Maruti_Swift_Dzire_VXi,2009,200000,110000,Petrol,Individual,Manual,Fourth_&_Above_Owner
Maruti_Wagon_R_LXI_CNG,2013,250000,71000,CNG,Individual,Manual,Second_Owner
Volkswagen_Polo_Diesel_Trendline_1.2L,2010,130000,144000,Diesel,Individual,Manual,Fourth_&_Above_Owner
Maruti_Eeco_5_Seater_AC_BSIV,2017,260000,30000,Petrol,Dealer,Manual,First_Owner
Hyundai_Verna_SX,2007,155000,65000,Petrol,Dealer,Manual,First_Owner
Honda_Jazz_1.5_VX_i_DTEC,2015,450000,38000,Diesel,Individual,Manual,First_Owner
Maruti_SX4_Celebration_Petrol,2012,220000,90000,Petrol,Individual,Manual,Second_Owner
Hyundai_i20_Active_S_Diesel,2018,650000,37000,Diesel,Dealer,Manual,First_Owner
Maruti_Alto_800_LXI,2018,285000,30000,Petrol,Dealer,Manual,First_Owner
Honda_Amaze_V_CVT_Petrol_BSIV,2018,725000,26000,Petrol,Dealer,Automatic,First_Owner
Maruti_Ciaz_ZXi,2016,625000,30000,Petrol,Dealer,Manual,First_Owner
Hyundai_i20_Active_SX_Petrol,2016,550000,23000,Petrol,Dealer,Manual,First_Owner
Hyundai_i10_Magna,2012,240000,40000,Petrol,Dealer,Manual,First_Owner
Nissan_Terrano_XL_85_PS,2014,600000,27000,Diesel,Dealer,Manual,First_Owner
Tata_New_Safari_DICOR_2.2_EX_4x2,2012,350000,65000,Diesel,Dealer,Manual,First_Owner
Hyundai_EON_Magna_Plus,2015,245000,32000,Petrol,Dealer,Manual,First_Owner
Mahindra_Bolero_B6,2016,600000,56000,Diesel,Dealer,Manual,First_Owner
BMW_X1_sDrive_20d_xLine,2017,2400000,30000,Diesel,Individual,Automatic,First_Owner
Mahindra_Scorpio_SLE_BS_IV,2014,620000,80000,Diesel,Dealer,Manual,First_Owner
Maruti_Swift_Dzire_1.2_Vxi_BSIV,2014,395000,52000,Petrol,Dealer,Manual,Second_Owner
Maruti_Ertiga_ZXI,2014,635000,13250,Petrol,Dealer,Manual,First_Owner
Maruti_Alto_LX,2011,180000,36000,Petrol,Dealer,Manual,First_Owner
Maruti_Swift_ZDI_Plus,2015,484999,73000,Diesel,Dealer,Manual,Second_Owner
Maruti_Alto_LX,2004,110000,60000,Petrol,Individual,Manual,First_Owner
Maruti_Wagon_R_VXI_BSIII,2006,150000,60000,Petrol,Individual,Manual,Second_Owner
Chevrolet_Tavera_Neo_2_LT_L_9_Str,2012,400000,110000,Diesel,Individual,Manual,First_Owner
Tata_Indica_Vista_Aura_Plus_1.3_Quadrajet,2012,200000,70000,Diesel,Individual,Manual,Second_Owner
Renault_Duster_85PS_Diesel_RxL_Plus,2013,302000,60000,Diesel,Individual,Manual,Second_Owner
Maruti_Swift_Dzire_Vdi_BSIV,2011,215000,90000,Diesel,Individual,Manual,Fourth_&_Above_Owner
Maruti_Wagon_R_VXI_BSIII,2004,155000,80000,Petrol,Individual,Manual,Second_Owner
Toyota_Innova_2.5_G_(Diesel)_8_Seater,2014,1000000,101000,Diesel,Individual,Manual,Second_Owner
Mahindra_Bolero_Power_Plus_SLX,2018,550000,44000,Diesel,Individual,Manual,First_Owner
Maruti_Swift_1.3_VXi,2006,200000,45000,Petrol,Individual,Manual,First_Owner
Mahindra_Scorpio_S2_7_Seater,2017,750000,120000,Diesel,Individual,Manual,First_Owner
Maruti_Zen_LXI,2005,90000,90000,Petrol,Individual,Manual,Second_Owner
Maruti_Wagon_R_LXI_Minor,2007,80000,120000,Petrol,Individual,Manual,Second_Owner
Hyundai_EON_D_Lite_Plus,2013,229999,13500,Petrol,Individual,Manual,First_Owner
Renault_KWID_1.0_RXT_Optional,2017,350000,10000,Petrol,Individual,Manual,First_Owner
Hyundai_Grand_i10_Magna,2015,325000,25000,Petrol,Individual,Manual,Third_Owner
Tata_Tigor_1.2_Revotron_XT,2018,450000,8500,Petrol,Individual,Manual,First_Owner
Maruti_SX4_Celebration_Diesel,2012,250000,120000,Diesel,Individual,Manual,First_Owner
Volkswagen_Polo_Diesel_Comfortline_1.2L,2012,225000,120000,Diesel,Individual,Manual,First_Owner
Maruti_Alto_LXi,2009,150000,90246,Petrol,Individual,Manual,Third_Owner
Maruti_Alto_LX_BSIII,2008,110000,90000,Petrol,Individual,Manual,Second_Owner
Maruti_Alto_LXi_BSIII,2010,150000,40000,Petrol,Individual,Manual,Second_Owner
Maruti_Gypsy_King_Hard_Top,2000,165000,60000,Petrol,Individual,Manual,Fourth_&_Above_Owner
Renault_Duster_85PS_Diesel_RxL,2017,610000,32000,Diesel,Individual,Manual,Second_Owner
Tata_Manza_Club_Class_Quadrajet90_VX,2013,170000,60400,Diesel,Individual,Manual,First_Owner
Hyundai_Verna_CRDi,2008,150000,70950,Diesel,Individual,Manual,Second_Owner
Hyundai_i20_Asta_1.4_CRDi,2013,300000,90000,Diesel,Individual,Manual,First_Owner
Hyundai_Xcent_1.1_CRDi_Base,2015,375000,72000,Diesel,Individual,Manual,First_Owner
Maruti_Swift_VDI,2013,390000,90000,Diesel,Individual,Manual,First_Owner
Hyundai_i20_Active_1.2_S,2017,600000,10000,Petrol,Individual,Manual,First_Owner
Maruti_Alto_800_LXI,2014,204999,25000,Petrol,Individual,Manual,Second_Owner
Hyundai_Verna_CRDi,2009,270000,80000,Diesel,Individual,Manual,Second_Owner
Hyundai_Grand_i10_Sportz,2017,375000,10000,Petrol,Individual,Manual,First_Owner
Maruti_Baleno_Zeta,2020,700000,1100,Petrol,Individual,Manual,First_Owner
Maruti_Swift_VXI_Deca,2017,455000,40000,Petrol,Individual,Manual,First_Owner
Hyundai_i10_Sportz_1.1L,2017,375000,10000,Petrol,Individual,Manual,First_Owner
Hyundai_Grand_i10_Asta,2014,341000,31491,Petrol,Individual,Manual,First_Owner
Maruti_Swift_Dzire_VDI,2014,200000,107143,Diesel,Individual,Manual,Second_Owner
Maruti_Ignis_1.2_AMT_Delta_BSIV,2017,450000,15000,Petrol,Individual,Automatic,First_Owner
Hyundai_Santro_Xing_GL_Plus,2012,170000,50000,Petrol,Individual,Manual,Second_Owner
Toyota_Innova_Crysta_2.4_VX_MT_8S_BSIV,2017,1900000,100000,Diesel,Individual,Manual,First_Owner
Mahindra_Bolero_Power_Plus_LX,2016,500000,60000,Diesel,Individual,Manual,First_Owner
Maruti_Vitara_Brezza_ZDi_Plus,2016,819999,85000,Diesel,Individual,Manual,First_Owner
Maruti_Swift_1.2_DLX,2014,351000,40000,Petrol,Individual,Manual,Second_Owner
Hyundai_i10_Magna_1.2_iTech_SE,2011,195000,80000,Petrol,Individual,Manual,Second_Owner
Maruti_Swift_Dzire_VDi,2008,250000,82000,Diesel,Individual,Manual,Second_Owner
Maruti_Zen_Estilo_1.1_VXI_BSIII,2008,120000,70000,Petrol,Individual,Manual,Second_Owner
Maruti_A-Star_Vxi,2009,180000,70000,Petrol,Individual,Manual,Third_Owner
Mahindra_KUV_100_mFALCON_D75_K6,2016,430000,20000,Diesel,Individual,Manual,First_Owner
Tata_Nano_Cx_BSIV,2012,75000,35000,Petrol,Individual,Manual,Second_Owner
Mahindra_Xylo_D4,2017,750000,80000,Diesel,Individual,Manual,First_Owner
